RovbaseID,Funnet_dato,Rase,Skadedato_fra,Skadedato_til,Usikker_skadedato,Alder,Tilstand,Skadearsak,latitude,longitude
K504147,2019-07-24,Spel,2019-07-21,2019-07-23,Ja,Under 1 år,Dødt,Ulv,63.60345751723286,11.898738507911329
K504146,2019-07-24,Spel,2019-07-21,2019-07-23,Ja,Under 1 år,Dødt,Ulv,63.60350719832633,11.89812776610155
K504284,2019-07-30,Norsk kvit sau,2019-07-25,2019-07-26,Nei,Åring,Dødt,Ulv,63.59142205337305,11.87766228551714
K504625,2019-08-01,Norsk kvit sau,2019-07-29,2019-07-29,Nei,Under 1 år,Dødt,Ukjent,63.547050944508506,12.170709631662945
K504439,2019-08-02,Spel,2019-07-30,2019-08-01,Ja,Under 1 år,Dødt,Ulv,63.580782303790926,11.964513879789305
K504809,2019-08-15,Norsk kvit sau,2019-08-12,2019-08-13,Ja,Under 1 år,Dødt,Ulv,63.61136548455194,11.840393696084
K504812,2019-08-15,Spel,2019-08-12,2019-08-13,Ja,Under 1 år,Dødt,Ulv,63.60888820656545,11.879498681899449
K505189,2019-08-31,Norsk kvit sau,2019-08-29,2019-08-30,Nei,Under 1 år,Skadd og avlivet,Ulv,63.542123373362834,11.832542276380156
K505671,2019-09-17,Norsk kvit sau,2019-09-02,2019-09-03,Ja,Under 1 år,Skadd og ikke avlivet,Ulv,63.5317395457443,11.935818879338267
K505233,2019-09-02,Norsk kvit sau,2019-09-02,2019-09-02,Nei,Under 1 år,Dødt,Ulv,63.54440597205986,11.93798184787202
K505368,2019-09-06,Norsk kvit sau,2019-09-02,2019-09-03,Nei,Voksen,Dødt,Ulv,63.52490905627703,11.937316703346175
K505669,2019-09-17,Norsk kvit sau,2019-09-02,2019-09-03,Nei,Under 1 år,Skadd og avlivet,Ulv,63.51688596126179,11.924236883403172
K505878,2019-09-24,Norsk kvit sau,2019-09-23,2019-09-24,Ja,Åring,Dødt,Jerv,63.531143123170665,11.705345422697858
K510855,2020-07-03,Norsk kvit sau,2020-06-27,2020-06-28,Ja,Åring,Dødt,Bjørn,63.53635400641583,11.856091474475903
K511433,2020-07-19,Spel,2020-07-17,2020-07-18,Ja,Under 1 år,Dødt,Jerv,63.25380746033673,11.722826737389443
K511439,2020-07-24,Spel,2020-07-23,2020-07-24,Nei,Under 1 år,Dødt,Bjørn,63.37349095693075,11.74415405409807
K511440,2020-07-25,Spel,2020-07-24,2020-07-25,Nei,Voksen,Dødt,Bjørn,63.37304641346676,11.762119814278634
K511441,2020-07-25,Spel,2020-07-24,2020-07-25,Nei,Voksen,Dødt,Bjørn,63.37318477386805,11.767428785182178
K511497,2020-07-25,Spel,2020-07-25,2020-07-25,Nei,Åring,Skadd og avlivet,Bjørn,63.36432140668024,11.786255233266113
K511566,2020-07-28,Spel,2020-07-25,2020-07-25,Nei,Åring,Skadd og avlivet,Bjørn,63.36927187173086,11.797469949878376
K511923,2020-08-11,Spel,2020-08-09,2020-08-10,Ja,Åring,Dødt,Bjørn,63.40543087890743,11.819245273081403
K511906,2020-08-10,Norsk kvit sau,2020-08-09,2020-08-10,Nei,Under 1 år,Dødt,Ukjent,63.29954550557536,11.868628019348408
K512090,2020-08-17,Spel,2020-08-11,2020-08-13,Ja,Under 1 år,Dødt,Ukjent fredet rovvilt,63.33839742156815,11.81997904368894
K512036,2020-08-15,Spel,2020-08-13,2020-08-14,Ja,Voksen,Dødt,Bjørn,63.41638481243225,11.82061651660999
K512596,2020-08-29,Norsk kvit sau,2020-08-20,2020-08-21,Ja,Voksen,Dødt,Ukjent,63.42002164080179,11.86608524316589
K512431,2020-08-29,Svartfjes,2020-08-25,2020-08-27,Ja,Under 1 år,Dødt,Bjørn,63.4439005228766,11.984383186837029
K512430,2020-08-29,Svartfjes,2020-08-25,2020-08-27,Ja,Voksen,Dødt,Bjørn,63.44378648950279,11.982810136610384
K512432,2020-08-29,Svartfjes,2020-08-25,2020-08-27,Ja,Voksen,Dødt,Bjørn,63.44317052072296,11.988954250454348
K512433,2020-08-29,Svartfjes,2020-08-25,2020-08-27,Ja,Under 1 år,Dødt,Bjørn,63.4426960454908,11.988602853187224
K512434,2020-08-29,Svartfjes,2020-08-26,2020-08-28,Ja,Voksen,Dødt,Bjørn,63.44296470242102,11.987711891017517
K512687,2020-09-09,Spel,2020-09-05,2020-09-07,Ja,Under 1 år,Dødt,Bjørn,63.41044526774812,11.825383502304572
K512768,2020-09-14,Spel,2020-09-11,2020-09-12,Ja,Under 1 år,Dødt,Bjørn,63.41092975375576,11.78081429622602
K516278,2021-06-19,Spel,2021-06-16,2021-06-18,Nei,Under 1 år,Dødt,Ukjent fredet rovvilt,63.56488097964686,11.904710789550856
K518739,2021-09-16,Spel,2021-09-13,2021-09-14,Ja,Under 1 år,Dødt,Ukjent,63.576610858464015,11.877713758125246
